"","id","season","k","fl","year","cave","date","av_mid_dat","days","day_index","id_chr","id_ori","year_ori","cave_ori","first","s2","cave_season","cs_index","cave_k_season","cave_k","temp"
"5645",2364,"august",11,114,6,11,2017-08-23,2017-08-21,2,"2","655362","655362",2017,"C21",7,1,"11_1","2364_11_11","11_11_1","11,11",6.8775
"5646",2364,"august",7,60,4,11,2015-08-26,2015-08-21,5,"1","655362","0884992",2015,"C21",7,1,"11_1","2364_11_7","11_7_1","11,7",4.93
"5647",2364,"june",8,69,5,11,2016-06-08,2016-06-16,-8,"1","655362","655362",2016,"C21",7,2,"11_2","2364_11_8","11_8_2","11,8",2.61
"5648",2364,"august",9,84,5,11,2016-08-17,2016-08-21,-4,"1","655362","655362",2016,"C21",7,1,"11_1","2364_11_9","11_9_1","11,9",6.0625
"5649",2365,"june",8,93,5,16,2016-06-07,2016-06-16,-9,"1","655363","655363",2016,"C26",8,2,"16_2","2365_16_8","16_8_2","16,8",3.42
"5650",2366,"august",7,65,4,14,2015-08-21,2015-08-21,0,"1","655364","655364",2015,"C24",7,1,"14_1","2366_14_7","14_7_1","14,7",6.88
"5651",2367,"august",9,98,5,11,2016-08-23,2016-08-21,2,"1","655366","655366",2016,"C21",9,1,"11_1","2367_11_9","11_9_1","11,9",6.0625
"5652",2368,"june",8,68,5,12,2016-06-08,2016-06-16,-8,"1","655367","655367",2016,"C22",8,2,"12_2","2368_12_8","12_8_2","12,8",4.125
"5653",2369,"june",10,109,6,11,2017-06-21,2017-06-16,5,"1","655368","655368",2017,"C21",9,2,"11_2","2369_11_10","11_10_2","11,10",3.63
"5654",2369,"august",9,95,5,11,2016-08-17,2016-08-21,-4,"1","655368","655368",2016,"C21",9,1,"11_1","2369_11_9","11_9_1","11,9",6.0625
"5655",2370,"june",6,74,4,20,2015-06-10,2015-06-16,-6,"1","655369","655369",2015,"C7",6,2,"20_2","2370_20_6","20_6_2","20,6",4.1545
"5656",2371,"august",13,106,7,8,2018-08-23,2018-08-21,2,"1","655371","655371",2018,"C19",9,1,"8_1","2371_8_13","8_13_1","8,13",6.877
"5657",2371,"august",9,68,5,8,2016-08-18,2016-08-21,-3,"1","655371","655371",2016,"C19",9,1,"8_1","2371_8_9","8_9_1","8,9",6.88
"5658",2372,"june",12,131,7,17,2018-06-07,2018-06-16,-9,"1","655372","655372",2018,"C27",7,2,"17_2","2372_17_12","17_12_2","17,12",5.45
"5659",2372,"august",7,82,4,17,2015-08-21,2015-08-21,0,"1","655372","655372",2015,"C27",7,1,"17_1","2372_17_7","17_7_1","17,7",NA
"5660",2373,"june",6,129,4,3,2015-06-09,2015-06-16,-7,"1","655373","655373",2015,"C11",6,2,"3_2","2373_3_6","3_6_2","3,6",4.024
"5661",2373,"june",6,127,4,3,2015-06-22,2015-06-16,6,"2","655373","655373",2015,"C11",6,2,"3_2","2373_3_6","3_6_2","3,6",4.024
"5662",2374,"june",8,141,5,14,2016-06-08,2016-06-16,-8,"1","655374","655374",2016,"C24",8,2,"14_2","2374_14_8","14_8_2","14,8",6.06
"5663",2375,"june",8,74,5,8,2016-06-09,2016-06-16,-7,"1","655375","655375",2016,"C19",8,2,"8_2","2375_8_8","8_8_2","8,8",5.35
"5664",2376,"june",6,112,4,15,2015-06-10,2015-06-16,-6,"1","655376","655376",2015,"C25",6,2,"15_2","2376_15_6","15_6_2","15,6",5.6805
"5665",2376,"august",7,115,4,15,2015-08-19,2015-08-21,-2,"1","655376","655376",2015,"C25",6,1,"15_1","2376_15_7","15_7_1","15,7",6.17
"5666",2377,"june",6,123,4,18,2015-06-09,2015-06-16,-7,"1","655377","655377",2015,"C5",6,2,"18_2","2377_18_6","18_6_2","18,6",4.623
"5667",2378,"august",7,140,4,9,2015-08-25,2015-08-21,4,"1","655378","655378",2015,"C2",7,1,"9_1","2378_9_7","9_7_1","9,7",5.14
"5668",2379,"june",8,88,5,17,2016-06-10,2016-06-16,-6,"1","655379","655379",2016,"C27",8,2,"17_2","2379_17_8","17_8_2","17,8",5.3475
"5669",2380,"august",7,91,4,2,2015-08-25,2015-08-21,4,"1","655380","655380",2015,"C10",7,1,"2_1","2380_2_7","2_7_1","2,7",5.115
"5670",2381,"august",7,89,4,15,2015-08-26,2015-08-21,5,"1","655381","655381",2015,"C25",7,1,"15_1","2381_15_7","15_7_1","15,7",6.17
"5671",2382,"june",6,75,4,15,2015-06-10,2015-06-16,-6,"1","655382","655382",2015,"C25",6,2,"15_2","2382_15_6","15_6_2","15,6",5.6805
"5672",2383,"june",8,90,5,20,2016-06-07,2016-06-16,-9,"1","655383","655383",2016,"C7",8,2,"20_2","2383_20_8","20_8_2","20,8",3.9975
"5673",2384,"june",6,113,4,15,2015-06-10,2015-06-16,-6,"1","655384","655384",2015,"C25",6,2,"15_2","2384_15_6","15_6_2","15,6",5.6805
"5674",2384,"june",6,110,4,15,2015-06-21,2015-06-16,5,"2","655384","655384",2015,"C25",6,2,"15_2","2384_15_6","15_6_2","15,6",5.6805
"5675",2384,"august",7,115,4,15,2015-08-26,2015-08-21,5,"1","655384","655384",2015,"C25",6,1,"15_1","2384_15_7","15_7_1","15,7",6.17
"5676",2384,"june",8,118,5,15,2016-06-21,2016-06-16,5,"1","655384","655384",2016,"C25",6,2,"15_2","2384_15_8","15_8_2","15,8",5.345
"5677",2385,"june",8,49,5,3,2016-06-06,2016-06-16,-10,"1","655385","655385",2016,"C11",8,2,"3_2","2385_3_8","3_8_2","3,8",3.604125
"5678",2386,"august",11,101,6,15,2017-08-16,2017-08-21,-5,"1","655386","655386",2017,"C25",8,1,"15_1","2386_15_11","15_11_1","15,11",6.62
"5679",2386,"august",13,107,7,15,2018-08-15,2018-08-21,-6,"1","655386","655386",2018,"C25",8,1,"15_1","2386_15_13","15_13_1","15,13",6.6235
"5680",2386,"august",15,115,8,15,2019-08-28,2019-08-21,7,"1","655386","655386",2019,"C25",8,1,"15_1","2386_15_15","15_15_1","15,15",6.4965
"5681",2386,"june",8,79,5,15,2016-06-08,2016-06-16,-8,"1","655386","655386",2016,"C25",8,2,"15_2","2386_15_8","15_8_2","15,8",5.345
"5682",2387,"june",10,99,6,4,2017-06-20,2017-06-16,4,"1","655387","655387",2017,"C12",8,2,"4_2","2387_4_10","4_10_2","4,10",4.597
"5683",2387,"august",11,105,6,4,2017-08-16,2017-08-21,-5,"1","655387","655387",2017,"C12",8,1,"4_1","2387_4_11","4_11_1","4,11",6.573
"5684",2387,"august",11,106,6,4,2017-08-22,2017-08-21,1,"2","655387","655387",2017,"C12",8,1,"4_1","2387_4_11","4_11_1","4,11",6.573
"5685",2387,"august",15,141,8,4,2019-08-20,2019-08-21,-1,"1","655387","655387",2019,"C12",8,1,"4_1","2387_4_15","4_15_1","4,15",6.573
"5686",2387,"june",8,88,5,4,2016-06-07,2016-06-16,-9,"1","655387","655387",2016,"C12",8,2,"4_2","2387_4_8","4_8_2","4,8",5.037
"5687",2387,"august",9,93,5,4,2016-08-22,2016-08-21,1,"1","655387","655387",2016,"C12",8,1,"4_1","2387_4_9","4_9_1","4,9",6.471
"5688",2388,"june",6,133,4,1,2015-06-09,2015-06-16,-7,"1","655388","655388",2015,"C1",6,2,"1_2","2388_1_6","1_6_2","1,6",3.70925
"5689",2388,"june",6,132,4,1,2015-06-22,2015-06-16,6,"2","655388","655388",2015,"C1",6,2,"1_2","2388_1_6","1_6_2","1,6",3.70925
"5690",2388,"august",7,135,4,1,2015-08-25,2015-08-21,4,"1","655388","655388",2015,"C1",6,1,"1_1","2388_1_7","1_7_1","1,7",5.2955
"5691",2389,"june",6,77,4,20,2015-06-10,2015-06-16,-6,"1","655389","655389",2015,"C7",6,2,"20_2","2389_20_6","20_6_2","20,6",4.1545
"5692",2390,"june",10,126,6,6,2017-06-08,2017-06-16,-8,"1","655390","655390",2017,"C17b",9,2,"6_2","2390_6_10","6_10_2","6,10",2.32975
"5693",2390,"august",9,109,5,6,2016-08-18,2016-08-21,-3,"1","655390","655390",2016,"C17b",9,1,"6_1","2390_6_9","6_9_1","6,9",6.8005
"5694",2390,"august",9,109,5,6,2016-08-23,2016-08-21,2,"2","655390","655390",2016,"C17b",9,1,"6_1","2390_6_9","6_9_1","6,9",6.8005
"5695",2391,"august",11,130,6,16,2017-08-17,2017-08-21,-4,"1","655391","655391",2017,"C26",7,1,"16_1","2391_16_11","16_11_1","16,11",7.28
"5696",2391,"august",13,146,7,16,2018-08-15,2018-08-21,-6,"1","655391","655391",2018,"C26",7,1,"16_1","2391_16_13","16_13_1","16,13",7.33025
"5697",2391,"august",7,75,4,16,2015-08-27,2015-08-21,6,"1","655391","655391",2015,"C26",7,1,"16_1","2391_16_7","16_7_1","16,7",5.5775
"5698",2391,"june",8,86,5,16,2016-06-22,2016-06-16,6,"1","655391","655391",2016,"C26",7,2,"16_2","2391_16_8","16_8_2","16,8",3.42
"5699",2392,"june",6,118,4,12,2015-06-12,2015-06-16,-4,"1","655392","655392",2015,"C22",6,2,"12_2","2392_12_6","12_6_2","12,6",4.363
"5700",2393,"june",12,111,7,15,2018-06-20,2018-06-16,4,"1","655394","655394",2018,"C25",12,2,"15_2","2393_15_12","15_12_2","15,12",5.115
"5701",2394,"june",10,92,6,17,2017-06-09,2017-06-16,-7,"1","655395","655395",2017,"C27",7,2,"17_2","2394_17_10","17_10_2","17,10",5.295
"5702",2394,"august",11,102,6,17,2017-08-24,2017-08-21,3,"1","655395","655395",2017,"C27",7,1,"17_1","2394_17_11","17_11_1","17,11",6.88
"5703",2394,"august",7,70,4,17,2015-08-21,2015-08-21,0,"1","655395","655395",2015,"C27",7,1,"17_1","2394_17_7","17_7_1","17,7",NA
"5704",2395,"june",8,58,5,8,2016-06-09,2016-06-16,-7,"1","655396","655396",2016,"C19",8,2,"8_2","2395_8_8","8_8_2","8,8",5.35
"5705",2396,"august",11,117,6,18,2017-08-15,2017-08-21,-6,"1","655397","655397",2017,"C5",7,1,"18_1","2396_18_11","18_11_1","18,11",6.75
"5706",2396,"june",12,121,7,18,2018-06-19,2018-06-16,3,"1","655397","655397",2018,"C5",7,2,"18_2","2396_18_12","18_12_2","18,12",NA
"5707",2396,"august",13,128,7,18,2018-08-21,2018-08-21,0,"1","655397","655397",2018,"C5",7,1,"18_1","2396_18_13","18_13_1","18,13",6.674
"5708",2396,"august",7,82,4,18,2015-08-25,2015-08-21,4,"1","655397","655397",2015,"C5",7,1,"18_1","2396_18_7","18_7_1","18,7",5.71
"5709",2396,"august",9,98,5,18,2016-08-16,2016-08-21,-5,"1","655397","655397",2016,"C5",7,1,"18_1","2396_18_9","18_9_1","18,9",6.6975
"5710",2397,"june",10,90,6,7,2017-06-08,2017-06-16,-8,"1","655398","655398",2017,"C18",9,2,"7_2","2397_7_10","7_10_2","7,10",4.389
"5711",2397,"august",9,66,5,7,2016-08-23,2016-08-21,2,"1","655398","655398",2016,"C18",9,1,"7_1","2397_7_9","7_9_1","7,9",6.74975
"5712",2398,"june",6,75,4,15,2015-06-10,2015-06-16,-6,"1","655399","655399",2015,"C25",6,2,"15_2","2398_15_6","15_6_2","15,6",5.6805
"5713",2398,"august",7,85,4,15,2015-08-19,2015-08-21,-2,"1","655399","655399",2015,"C25",6,1,"15_1","2398_15_7","15_7_1","15,7",6.17
"5714",2399,"june",6,107,4,12,2015-06-12,2015-06-16,-4,"1","655401","655401",2015,"C22",6,2,"12_2","2399_12_6","12_6_2","12,6",4.363
"5715",2400,"june",6,69,4,15,2015-06-10,2015-06-16,-6,"1","655402","655402",2015,"C25",6,2,"15_2","2400_15_6","15_6_2","15,6",5.6805
"5716",2400,"august",7,79,4,20,2015-08-19,2015-08-21,-2,"1","655402","655402",2015,"C7",6,1,"20_1","2400_20_7","20_7_1","20,7",5.37275
"5717",2400,"august",9,91,5,15,2016-08-24,2016-08-21,3,"1","655402","655402",2016,"C25",6,1,"15_1","2400_15_9","15_9_1","15,9",6.495
"5718",2401,"august",7,70,4,3,2015-08-25,2015-08-21,4,"1","655403","655403",2015,"C11",7,1,"3_1","2401_3_7","3_7_1","3,7",NA
"5719",2401,"august",9,94,5,3,2016-08-16,2016-08-21,-5,"1","655403","655403",2016,"C11",7,1,"3_1","2401_3_9","3_9_1","3,9",7.4055
"5720",2401,"august",9,94,5,3,2016-08-22,2016-08-21,1,"2","655403","655403",2016,"C11",7,1,"3_1","2401_3_9","3_9_1","3,9",7.4055
"5721",2402,"june",6,67,4,3,2015-06-09,2015-06-16,-7,"1","655404","655404",2015,"C11",6,2,"3_2","2402_3_6","3_6_2","3,6",4.024
"5722",2402,"august",7,75,4,3,2015-08-18,2015-08-21,-3,"1","655404","655404",2015,"C11",6,1,"3_1","2402_3_7","3_7_1","3,7",NA
"5723",2402,"august",9,103,5,3,2016-08-22,2016-08-21,1,"1","655404","655404",2016,"C11",6,1,"3_1","2402_3_9","3_9_1","3,9",7.4055
"5724",2403,"august",7,72,4,16,2015-08-27,2015-08-21,6,"1","655405","655405",2015,"C26",7,1,"16_1","2403_16_7","16_7_1","16,7",5.5775
"5725",2404,"august",7,73,4,15,2015-08-19,2015-08-21,-2,"1","655406","655406",2015,"C25",7,1,"15_1","2404_15_7","15_7_1","15,7",6.17
"5726",2405,"june",10,107,6,3,2017-06-20,2017-06-16,4,"1","655407","655407",2017,"C11",9,2,"3_2","2405_3_10","3_10_2","3,10",3.102
"5727",2405,"august",9,106,5,3,2016-08-16,2016-08-21,-5,"1","655407","655407",2016,"C11",9,1,"3_1","2405_3_9","3_9_1","3,9",7.4055
"5728",2405,"august",9,106,5,3,2016-08-22,2016-08-21,1,"2","655407","655407",2016,"C11",9,1,"3_1","2405_3_9","3_9_1","3,9",7.4055
"5729",2406,"august",7,120,4,8,2015-08-27,2015-08-21,6,"1","655409","655409",2015,"C19",7,1,"8_1","2406_8_7","8_7_1","8,7",NA
"5730",2407,"june",8,96,5,20,2016-06-07,2016-06-16,-9,"1","655410","655410",2016,"C7",8,2,"20_2","2407_20_8","20_8_2","20,8",3.9975
"5731",2408,"august",11,114,6,12,2017-08-17,2017-08-21,-4,"1","655411","655411",2017,"C22",7,1,"12_1","2408_12_11","12_11_1","12,11",6.9525
"5732",2408,"august",7,87,4,12,2015-08-20,2015-08-21,-1,"1","655411","655411",2015,"C22",7,1,"12_1","2408_12_7","12_7_1","12,7",5.24
"5733",2408,"august",7,89,4,12,2015-08-26,2015-08-21,5,"2","655411","655411",2015,"C22",7,1,"12_1","2408_12_7","12_7_1","12,7",5.24
"5734",2409,"june",10,93,6,15,2017-06-21,2017-06-16,5,"1","655412","655412",2017,"C25",8,2,"15_2","2409_15_10","15_10_2","15,10",5.55
"5735",2409,"june",8,70,5,15,2016-06-08,2016-06-16,-8,"1","655412","655412",2016,"C25",8,2,"15_2","2409_15_8","15_8_2","15,8",5.345
"5736",2410,"june",6,88,4,3,2015-06-09,2015-06-16,-7,"1","655413","655413",2015,"C11",6,2,"3_2","2410_3_6","3_6_2","3,6",4.024
"5737",2411,"june",10,95,6,2,2017-06-06,2017-06-16,-10,"1","655415","655415",2017,"C10",8,2,"2_2","2411_2_10","2_10_2","2,10",4.024
"5738",2411,"august",11,110,6,2,2017-08-15,2017-08-21,-6,"1","655415","655415",2017,"C10",8,1,"2_1","2411_2_11","2_11_1","2,11",5.62925
"5739",2411,"june",8,60,5,2,2016-06-07,2016-06-16,-9,"1","655415","655415",2016,"C10",8,2,"2_2","2411_2_8","2_8_2","2,8",4.337
"5740",2412,"june",6,127,4,2,2015-06-09,2015-06-16,-7,"1","655416","655416",2015,"C10",6,2,"2_2","2412_2_6","2_6_2","2,6",NA
"5741",2413,"june",6,90,4,20,2015-06-10,2015-06-16,-6,"1","655417","655417",2015,"C7",6,2,"20_2","2413_20_6","20_6_2","20,6",4.1545
"5742",2413,"august",7,95,4,15,2015-08-19,2015-08-21,-2,"1","655417","655417",2015,"C25",6,1,"15_1","2413_15_7","15_7_1","15,7",6.17
"5743",2414,"june",6,65,4,15,2015-06-10,2015-06-16,-6,"1","655418","655418",2015,"C25",6,2,"15_2","2414_15_6","15_6_2","15,6",5.6805
"5744",2414,"august",7,70,4,15,2015-08-19,2015-08-21,-2,"1","655418","655418",2015,"C25",6,1,"15_1","2414_15_7","15_7_1","15,7",6.17
"5745",2415,"august",11,113,6,15,2017-08-16,2017-08-21,-5,"1","655419","655419",2017,"C25",8,1,"15_1","2415_15_11","15_11_1","15,11",6.62
"5746",2415,"august",11,112,6,15,2017-08-23,2017-08-21,2,"2","655419","655419",2017,"C25",8,1,"15_1","2415_15_11","15_11_1","15,11",6.62
"5747",2415,"june",8,78,5,15,2016-06-08,2016-06-16,-8,"1","655419","655419",2016,"C25",8,2,"15_2","2415_15_8","15_8_2","15,8",5.345
"5748",2415,"august",9,86,5,15,2016-08-24,2016-08-21,3,"1","655419","655419",2016,"C25",8,1,"15_1","2415_15_9","15_9_1","15,9",6.495
"5749",2416,"august",7,115,4,2,2015-08-25,2015-08-21,4,"1","655420","655420",2015,"C10",7,1,"2_1","2416_2_7","2_7_1","2,7",5.115
"5750",2417,"june",10,98,6,8,2017-06-08,2017-06-16,-8,"1","655421","655421",2017,"C19",7,2,"8_2","2417_8_10","8_10_2","8,10",5.66
"5751",2417,"august",7,49,4,8,2015-08-20,2015-08-21,-1,"1","655421","8351232",2015,"C19",7,1,"8_1","2417_8_7","8_7_1","8,7",NA
"5752",2417,"june",8,58,5,8,2016-06-23,2016-06-16,7,"1","655421","8351232",2016,"C19",7,2,"8_2","2417_8_8","8_8_2","8,8",5.35
"5753",2417,"august",9,69,5,8,2016-08-23,2016-08-21,2,"1","655421","655421",2016,"C19",7,1,"8_1","2417_8_9","8_9_1","8,9",6.88
"5754",2418,"august",7,66,4,15,2015-08-26,2015-08-21,5,"1","655423","655423",2015,"C25",7,1,"15_1","2418_15_7","15_7_1","15,7",6.17
"5755",2419,"august",7,70,4,13,2015-08-21,2015-08-21,0,"1","655424","655424",2015,"C23",7,1,"13_1","2419_13_7","13_7_1","13,7",5.45
"5756",2419,"august",7,70,4,13,2015-08-26,2015-08-21,5,"2","655424","655424",2015,"C23",7,1,"13_1","2419_13_7","13_7_1","13,7",5.45
"5757",2419,"june",8,79,5,13,2016-06-08,2016-06-16,-8,"1","655424","655424",2016,"C23",7,2,"13_2","2419_13_8","13_8_2","13,8",4.1
"5758",2419,"august",9,98,5,13,2016-08-23,2016-08-21,2,"1","655424","655424",2016,"C23",7,1,"13_1","2419_13_9","13_9_1","13,9",6.0625
"5759",2420,"june",10,98,6,15,2017-06-07,2017-06-16,-9,"1","655425","655425",2017,"C25",9,2,"15_2","2420_15_10","15_10_2","15,10",5.55
"5760",2420,"august",9,92,5,15,2016-08-24,2016-08-21,3,"1","655425","655425",2016,"C25",9,1,"15_1","2420_15_9","15_9_1","15,9",6.495
"5761",2421,"august",9,67,5,15,2016-08-17,2016-08-21,-4,"1","655426","655426",2016,"C25",9,1,"15_1","2421_15_9","15_9_1","15,9",6.495
"5762",2422,"june",6,70,4,15,2015-06-10,2015-06-16,-6,"1","655427","655427",2015,"C25",6,2,"15_2","2422_15_6","15_6_2","15,6",5.6805
"5763",2423,"june",10,84,6,20,2017-06-21,2017-06-16,5,"1","655428","655428",2017,"C7",8,2,"20_2","2423_20_10","20_10_2","20,10",4.05
"5764",2423,"august",11,90,6,20,2017-08-16,2017-08-21,-5,"1","655428","655428",2017,"C7",8,1,"20_1","2423_20_11","20_11_1","20,11",5.935
"5765",2423,"august",13,98,7,20,2018-08-22,2018-08-21,1,"1","655428","655428",2018,"C7",8,1,"20_1","2423_20_13","20_13_1","20,13",5.6035
"5766",2423,"august",15,109,8,20,2019-08-21,2019-08-21,0,"1","655428","655428",2019,"C7",8,1,"20_1","2423_20_15","20_15_1","20,15",5.45
"5767",2423,"june",8,67,5,20,2016-06-07,2016-06-16,-9,"1","655428","655428",2016,"C7",8,2,"20_2","2423_20_8","20_8_2","20,8",3.9975
"5768",2423,"june",8,66,5,20,2016-06-07,2016-06-16,-9,"2","655428","655428",2016,"C7",8,2,"20_2","2423_20_8","20_8_2","20,8",3.9975
"5769",2423,"august",9,75,5,20,2016-08-17,2016-08-21,-4,"1","655428","655428",2016,"C7",8,1,"20_1","2423_20_9","20_9_1","20,9",NA
"5770",2424,"june",8,108,5,13,2016-06-08,2016-06-16,-8,"1","655429","655429",2016,"C23",8,2,"13_2","2424_13_8","13_8_2","13,8",4.1
"5771",2424,"june",8,109,5,13,2016-06-22,2016-06-16,6,"2","655429","655429",2016,"C23",8,2,"13_2","2424_13_8","13_8_2","13,8",4.1
"5772",2424,"august",9,115,5,13,2016-08-23,2016-08-21,2,"1","655429","655429",2016,"C23",8,1,"13_1","2424_13_9","13_9_1","13,9",6.0625
"5773",2425,"august",7,106,4,13,2015-08-26,2015-08-21,5,"1","655430","655430",2015,"C23",7,1,"13_1","2425_13_7","13_7_1","13,7",5.45
"5774",2426,"june",8,55,5,12,2016-06-08,2016-06-16,-8,"1","655431","655431",2016,"C22",8,2,"12_2","2426_12_8","12_8_2","12,8",4.125
"5775",2426,"june",8,55,5,12,2016-06-22,2016-06-16,6,"2","655431","655431",2016,"C22",8,2,"12_2","2426_12_8","12_8_2","12,8",4.125
"5776",2427,"august",11,94,6,20,2017-08-16,2017-08-21,-5,"1","655432","655432",2017,"C7",11,1,"20_1","2427_20_11","20_11_1","20,11",5.935
"5777",2427,"august",11,95,6,20,2017-08-23,2017-08-21,2,"2","655432","655432",2017,"C7",11,1,"20_1","2427_20_11","20_11_1","20,11",5.935
"5778",2427,"june",14,106,8,20,2019-06-19,2019-06-16,3,"1","655432","655432",2019,"C7",11,2,"20_2","2427_20_14","20_14_2","20,14",4.102
"5779",2427,"august",15,111,8,20,2019-08-28,2019-08-21,7,"1","655432","655432",2019,"C7",11,1,"20_1","2427_20_15","20_15_1","20,15",5.45
"5780",2428,"june",10,101,6,15,2017-06-21,2017-06-16,5,"1","655433","655433",2017,"C25",8,2,"15_2","2428_15_10","15_10_2","15,10",5.55
"5781",2428,"june",8,95,5,15,2016-06-08,2016-06-16,-8,"1","655433","655433",2016,"C25",8,2,"15_2","2428_15_8","15_8_2","15,8",5.345
"5782",2428,"august",9,99,5,15,2016-08-24,2016-08-21,3,"1","655433","655433",2016,"C25",8,1,"15_1","2428_15_9","15_9_1","15,9",6.495
"5783",2429,"june",6,110,4,2,2015-06-09,2015-06-16,-7,"1","655434","655434",2015,"C10",6,2,"2_2","2429_2_6","2_6_2","2,6",NA
"5784",2429,"august",7,111,4,2,2015-08-25,2015-08-21,4,"1","655434","655434",2015,"C10",6,1,"2_1","2429_2_7","2_7_1","2,7",5.115
"5785",2429,"june",8,112,5,2,2016-06-07,2016-06-16,-9,"1","655434","655434",2016,"C10",6,2,"2_2","2429_2_8","2_8_2","2,8",4.337
"5786",2430,"june",14,112,8,15,2019-06-19,2019-06-16,3,"1","655435","655435",2019,"C25",9,2,"15_2","2430_15_14","15_14_2","15,14",5.01125
"5787",2430,"august",9,89,5,15,2016-08-24,2016-08-21,3,"1","655435","655435",2016,"C25",9,1,"15_1","2430_15_9","15_9_1","15,9",6.495
"5788",2431,"june",8,120,5,20,2016-06-07,2016-06-16,-9,"1","655436","655436",2016,"C7",8,2,"20_2","2431_20_8","20_8_2","20,8",3.9975
"5789",2432,"august",11,108,6,15,2017-08-16,2017-08-21,-5,"1","655437","655437",2017,"C25",9,1,"15_1","2432_15_11","15_11_1","15,11",6.62
"5790",2432,"august",9,96,5,15,2016-08-17,2016-08-21,-4,"1","655437","655437",2016,"C25",9,1,"15_1","2432_15_9","15_9_1","15,9",6.495
"5791",2433,"june",10,163,6,11,2017-06-08,2017-06-16,-8,"1","655438","655438",2017,"C21",6,2,"11_2","2433_11_10","11_10_2","11,10",3.63
"5792",2433,"june",6,145,4,11,2015-06-12,2015-06-16,-4,"1","655438","655438",2015,"C21",6,2,"11_2","2433_11_6","11_6_2","11,6",4.102
"5793",2433,"august",9,160,5,11,2016-08-23,2016-08-21,2,"1","655438","655438",2016,"C21",6,1,"11_1","2433_11_9","11_9_1","11,9",6.0625
"5794",2434,"june",8,115,5,17,2016-06-10,2016-06-16,-6,"1","655440","655440",2016,"C27",8,2,"17_2","2434_17_8","17_8_2","17,8",5.3475
"5795",2435,"august",7,77,4,20,2015-08-26,2015-08-21,5,"1","655441","655441",2015,"C7",7,1,"20_1","2435_20_7","20_7_1","20,7",5.37275
"5796",2435,"august",9,90,5,15,2016-08-17,2016-08-21,-4,"1","655441","655441",2016,"C25",7,1,"15_1","2435_15_9","15_9_1","15,9",6.495
"5797",2436,"june",10,104,6,4,2017-06-20,2017-06-16,4,"1","655442","655442",2017,"C12",6,2,"4_2","2436_4_10","4_10_2","4,10",4.597
"5798",2436,"august",13,135,7,4,2018-08-14,2018-08-21,-7,"1","655442","655442",2018,"C12",6,1,"4_1","2436_4_13","4_13_1","4,13",6.573
"5799",2436,"august",15,145,8,4,2019-08-20,2019-08-21,-1,"1","655442","655442",2019,"C12",6,1,"4_1","2436_4_15","4_15_1","4,15",6.573
"5800",2436,"june",6,72,4,4,2015-06-10,2015-06-16,-6,"1","655442","655442",2015,"C12",6,2,"4_2","2436_4_6","4_6_2","4,6",5.45
"5801",2436,"august",7,78,4,4,2015-08-19,2015-08-21,-2,"1","655442","655442",2015,"C12",6,1,"4_1","2436_4_7","4_7_1","4,7",6.064
"5802",2436,"june",8,87,5,4,2016-06-07,2016-06-16,-9,"1","655442","655442",2016,"C12",6,2,"4_2","2436_4_8","4_8_2","4,8",5.037
"5803",2436,"june",8,89,5,4,2016-06-21,2016-06-16,5,"2","655442","655442",2016,"C12",6,2,"4_2","2436_4_8","4_8_2","4,8",5.037
"5804",2436,"august",9,95,5,4,2016-08-17,2016-08-21,-4,"1","655442","655442",2016,"C12",6,1,"4_1","2436_4_9","4_9_1","4,9",6.471
"5805",2437,"june",12,72,7,16,2018-06-20,2018-06-16,4,"1","655443","655443",2018,"C26",12,2,"16_2","2437_16_12","16_12_2","16,12",2.517
"5806",2437,"august",13,84,7,16,2018-08-22,2018-08-21,1,"1","655443","655443",2018,"C26",12,1,"16_1","2437_16_13","16_13_1","16,13",7.33025
"5807",2437,"august",15,121,8,16,2019-08-21,2019-08-21,0,"1","655443","655443",2019,"C26",12,1,"16_1","2437_16_15","16_15_1","16,15",7.90725
"5808",2438,"june",8,58,5,4,2016-06-07,2016-06-16,-9,"1","655443D","655443",2016,"C12",8,2,"4_2","2438_4_8","4_8_2","4,8",5.037
"5809",2439,"june",14,112,8,15,2019-06-05,2019-06-16,-11,"1","655444","655444",2019,"C25",9,2,"15_2","2439_15_14","15_14_2","15,14",5.01125
"5810",2439,"august",9,89,5,15,2016-08-17,2016-08-21,-4,"1","655444","655444",2016,"C25",9,1,"15_1","2439_15_9","15_9_1","15,9",6.495
"5811",2440,"june",10,95,6,12,2017-06-09,2017-06-16,-7,"1","655445","655445",2017,"C22",8,2,"12_2","2440_12_10","12_10_2","12,10",4.05
"5812",2440,"august",15,140,8,12,2019-08-21,2019-08-21,0,"1","655445","655445",2019,"C22",8,1,"12_1","2440_12_15","12_15_1","12,15",6.69925
"5813",2440,"june",8,62,5,12,2016-06-08,2016-06-16,-8,"1","655445","655445",2016,"C22",8,2,"12_2","2440_12_8","12_8_2","12,8",4.125
"5814",2440,"august",9,76,5,12,2016-08-23,2016-08-21,2,"1","655445","655445",2016,"C22",8,1,"12_1","2440_12_9","12_9_1","12,9",6.37
"5815",2441,"august",7,125,4,17,2015-08-21,2015-08-21,0,"1","655446","655446",2015,"C27",7,1,"17_1","2441_17_7","17_7_1","17,7",NA
"5816",2442,"june",6,70,4,17,2015-06-12,2015-06-16,-4,"1","655447","655447",2015,"C27",6,2,"17_2","2442_17_6","17_6_2","17,6",NA
